name,country,span,matches,innings,not_out,runs,highest_score,average,balls_faced,strike_rate,100s,50s,duck,4s,6s
Absar Khan,DEN,2021-2021,2,2,1,6,4*,6.00,9,66.66,0,0,0,0,0
BP Adapaka,HUN,2022-2023,17,7,4,6,2,2.00,18,33.33,0,0,1,0,0
Adnan Mufti,UAE,2017-2017,1,1,1,6,6*,-,7,85.71,0,0,0,0,0
Akif Raja,UAE,2021-2023,6,1,1,6,6*,-,7,85.71,0,0,0,0,0
SRMJJ Arachchilage,CYP,2022-2022,4,3,2,6,6,6.00,12,50.00,0,0,0,0,0
Baljinder Singh,ROM,2023-2023,1,1,0,6,6,6.00,7,85.71,0,0,0,1,0
LT Bichard,GUE,2020-2023,16,3,3,6,2*,-,9,66.66,0,0,0,0,0
DG Brownlie,NZ,2010-2014,5,5,0,6,5,1.20,18,33.33,0,0,3,1,0
DE Burgess,Samoa,2019-2019,4,4,0,6,3,1.50,12,50.00,0,0,2,0,0
YS Chahal,IND,2016-2023,80,6,4,6,3*,3.00,13,46.15,0,0,0,0,0
M Choamba,MWI,2021-2022,12,2,1,6,4,6.00,19,31.57,0,0,0,1,0
T Cross,EST,2021-2021,2,2,0,6,5,3.00,12,50.00,0,0,0,0,0
S Draunivudi,Fiji,2022-2022,3,1,1,6,6*,-,4,150.00,0,0,0,1,0
RMS Eranga,SL,2012-2013,3,1,0,6,6,6.00,7,85.71,0,0,0,1,0
L Evile,Samoa,2019-2019,4,1,0,6,6,6.00,7,85.71,0,0,0,1,0
Faizan Mumtaz,NOR,2021-2021,3,3,0,6,4,2.00,15,40.00,0,0,1,0,0
NM Hauritz,AUS,2009-2009,3,2,0,6,4,3.00,10,60.00,0,0,0,1,0
PJ Hughes,AUS,2014-2014,1,1,0,6,6,6.00,8,75.00,0,0,0,1,0
Ihsanullah,PAK,2023-2023,4,1,1,6,6*,-,8,75.00,0,0,0,1,0
ZR Jabeneke,TAN,2021-2021,3,1,1,6,6*,-,13,46.15,0,0,0,0,0
Javed Ahmadi,AFG,2012-2017,3,2,0,6,6,3.00,7,85.71,0,0,1,1,0
Jay Odedra,OMA,2019-2019,3,1,1,6,6*,-,6,100.00,0,0,0,0,0
Karma Dorji,BHU,2023-2023,4,2,1,6,6,6.00,3,200.00,0,0,0,1,0
W Kokaua,COK,2022-2022,5,2,1,6,4,6.00,11,54.54,0,0,0,0,0
M Kristensen,DEN,2023-2023,2,1,0,6,6,6.00,10,60.00,0,0,0,1,0
Z McLaughlin,Caym,2019-2019,3,2,2,6,4*,-,16,37.50,0,0,0,0,0
KO Meth,ZIM,2012-2012,2,1,1,6,6*,-,6,100.00,0,0,0,0,0
Mohammed Nadeem,QAT,2019-2022,33,7,6,6,3,6.00,13,46.15,0,0,0,0,0
Mohsin Shabbir,KSA,2023-2023,3,3,0,6,5,2.00,18,33.33,0,0,1,0,0
JK Mukhiya,NEP,2014-2022,10,3,2,6,5,6.00,12,50.00,0,0,0,0,0
J Mulder,IRE,2016-2017,8,4,2,6,5*,3.00,11,54.54,0,0,1,0,0
Noorullah Sidiqi,Belg,2023-2023,1,1,1,6,6*,-,1,600.00,0,0,0,0,1
A Orfila,GIBR,2019-2021,5,3,1,6,4*,3.00,13,46.15,0,0,1,0,0
JA Rudolph,SA,2006-2006,1,1,1,6,6*,-,7,85.71,0,0,0,0,0
BC Sahin,TKY,2023-2023,3,2,0,6,5,3.00,19,31.57,0,0,0,1,0
Said Hakim,Belg,2021-2021,1,1,1,6,6*,-,12,50.00,0,0,0,0,0
J Shaju,MLT,2021-2023,14,5,2,6,3,2.00,18,33.33,0,0,1,0,0
SG Shinde,SRB,2022-2022,1,1,0,6,6,6.00,16,37.50,0,0,0,0,0
D Simpson,COK,2022-2022,3,2,0,6,4,3.00,8,75.00,0,0,0,0,0
CB Sole,SCOT,2017-2022,8,2,2,6,4*,-,3,200.00,0,0,0,1,0
M Stoman,PORT,2021-2021,3,1,1,6,6*,-,1,600.00,0,0,0,0,1
R Strydom,IRE,2008-2008,4,2,1,6,5*,6.00,7,85.71,0,0,0,0,0
S Tarawally,SLE,2021-2021,6,2,1,6,4*,6.00,11,54.54,0,0,0,0,0
Tauqeer Hussain,ESP,2019-2020,6,2,1,6,3*,6.00,10,60.00,0,0,0,0,0
TG Thamae,LES,2021-2022,11,6,0,6,4,1.00,18,33.33,0,0,4,0,0
O Touray,GAMBI,2022-2022,3,2,0,6,6,3.00,9,66.66,0,0,1,0,0
Vinay Iyer,JPN,2022-2022,2,1,0,6,6,6.00,10,60.00,0,0,0,1,0
TC Vine,ESP,2019-2022,11,1,1,6,6*,-,7,85.71,0,0,0,1,0
LB Williams,SA,2021-2023,9,4,3,6,2*,6.00,12,50.00,0,0,0,0,0
Zong Yuechao,CHN,2023-2023,1,1,0,6,6,6.00,12,50.00,0,0,0,0,0
ME Sanuth,OMA,2020-2020,1,1,0,5,5,5.00,7,71.42,0,0,0,0,0
P Abhijit,SEY,2022-2022,3,2,0,5,5,2.50,9,55.55,0,0,1,1,0
Aminullah Tanha,NOR,2022-2022,3,3,0,5,4,1.66,17,29.41,0,0,1,1,0
Ankit Dubey,SWE,2022-2022,2,1,1,5,5*,-,3,166.66,0,0,0,0,0
M Ansari,OMA,2015-2016,11,4,4,5,3*,-,10,50.00,0,0,0,0,0
MS Atapattu,SL,2006-2006,2,1,0,5,5,5.00,8,62.50,0,0,0,0,0
JP Behrendorff,AUS,2017-2023,10,1,0,5,5,5.00,7,71.42,0,0,0,0,0
A Bhagwat,HKG,2019-2019,4,4,0,5,3,1.25,16,31.25,0,0,1,0,0
P Bhart,NOR,2019-2021,10,4,2,5,2*,2.50,25,20.00,0,0,1,0,0
MP Breetzke,SA,2023-2023,1,1,0,5,5,5.00,7,71.42,0,0,0,1,0
D Brevis,SA,2023-2023,2,2,0,5,5,2.50,7,71.42,0,0,1,0,0
A Bushell,GUE,2023-2023,3,1,0,5,5,5.00,8,62.50,0,0,0,0,0
IG Butler,NZ,2009-2013,19,6,5,5,2*,5.00,10,50.00,0,0,0,0,0
T Caruana,GIBR,2019-2019,2,1,0,5,5,5.00,13,38.46,0,0,0,0,0
RD Chahar,IND,2019-2021,6,1,0,5,5,5.00,5,100.00,0,0,0,1,0
MTM Faatea,Samoa,2023-2023,3,3,0,5,4,1.66,17,29.41,0,0,1,1,0
S Franklin,SUI,2021-2021,2,1,0,5,5,5.00,6,83.33,0,0,0,0,0
Hasheem Shahzad,MLT,2019-2019,2,2,0,5,5,2.50,9,55.55,0,0,1,1,0
Husnain Kabeer,GER,2021-2021,1,1,0,5,5,5.00,6,83.33,0,0,0,0,0
Ibrahim Rahimi,NOR,2022-2022,3,2,0,5,5,2.50,8,62.50,0,0,1,0,0
Imran Ali,KUW,2019-2019,4,2,1,5,5*,5.00,6,83.33,0,0,1,0,0
Imran Khan,BHR,2022-2022,12,4,1,5,3*,1.66,15,33.33,0,0,2,0,0
G Irvin,Bhm,2021-2021,2,2,1,5,4,5.00,17,29.41,0,0,0,1,0
Ismail Sardar,THAI,2020-2020,2,2,0,5,3,2.50,16,31.25,0,0,0,0,0
Jaison Jerome,MLT,2022-2023,9,4,1,5,3,1.66,17,29.41,0,0,1,0,0
G Johnson,STHEL,2022-2022,7,2,1,5,3,5.00,13,38.46,0,0,0,0,0
LP Kasturiarachchige,Aut,2021-2021,5,1,1,5,5*,-,3,166.66,0,0,0,1,0
D Kegasitswe,BOT,2019-2019,4,2,2,5,4*,-,11,45.45,0,0,0,0,0
Khawar Zafar,KSA,2020-2020,2,1,0,5,5,5.00,3,166.66,0,0,0,1,0
TCR Kimber,GUE,2019-2019,3,3,0,5,2,1.66,13,38.46,0,0,0,0,0
VJ Kingma,NED,2016-2021,9,3,1,5,4,2.50,14,35.71,0,0,0,0,0
AM McCarthy,WI,2018-2018,1,1,0,5,5,5.00,8,62.50,0,0,0,0,0
GD McGrath,AUS,2005-2005,2,1,0,5,5,5.00,12,41.66,0,0,0,0,0
R Mangal,Fran,2022-2023,12,5,1,5,2*,1.25,11,45.45,0,0,2,0,0
CS Martin,NZ,2007-2008,6,1,1,5,5*,-,6,83.33,0,0,0,0,0
R Mbaiwa,BOT,2022-2023,3,2,0,5,3,2.50,14,35.71,0,0,0,0,0
G Miller,COK,2022-2022,2,2,2,5,5*,-,10,50.00,0,0,0,0,0
Mohammad Salman,PAK,2011-2011,1,1,0,5,5,5.00,6,83.33,0,0,0,0,0
Mohammed Siraj,IND,2017-2022,8,1,0,5,5,5.00,7,71.42,0,0,0,1,0
Mohsin Zaki,BHR,2023-2023,5,2,2,5,4*,-,9,55.55,0,0,0,0,0
A Morris,Caym,2019-2022,8,4,2,5,3*,2.50,17,29.41,0,0,1,0,0
Muhammad Ansar,KUW,2020-2020,4,1,0,5,5,5.00,5,100.00,0,0,0,1,0
Muhammad Farooq,CYP,2022-2022,1,1,0,5,5,5.00,4,125.00,0,0,0,1,0
Mukesh Kumar,IND,2023-2023,5,2,2,5,4*,-,2,250.00,0,0,0,1,0
GRD Munasinghe,ITA,2019-2019,8,4,1,5,4*,1.66,13,38.46,0,0,2,1,0
T Mupariwa,ZIM,2007-2008,4,2,2,5,3*,-,3,166.66,0,0,0,0,0
N M'shangwe,ZIM,2013-2014,5,2,1,5,5*,5.00,4,125.00,0,0,1,1,0
M Mwamadi,MWI,2019-2022,12,3,3,5,3*,-,10,50.00,0,0,0,0,0
MH Oman,SVN,2022-2022,4,3,1,5,2,2.50,21,23.80,0,0,0,0,0
MW Parkinson,ENG,2019-2022,6,4,0,5,5,1.25,11,45.45,0,0,3,1,0
Parvez Rasool,IND,2017-2017,1,1,0,5,5,5.00,6,83.33,0,0,0,0,0
D Paterson,SA,2017-2018,8,2,1,5,4*,5.00,2,250.00,0,0,0,1,0
M Pathirana,SL,2022-2022,1,1,0,5,5,5.00,12,41.66,0,0,0,0,0
JL Pattinson,AUS,2011-2012,4,2,2,5,5*,-,3,166.66,0,0,0,1,0
AG Prince,SA,2005-2005,1,1,0,5,5,5.00,6,83.33,0,0,0,0,0
RJ Ranpura,OMA,2015-2016,3,2,2,5,5*,-,8,62.50,0,0,0,0,0
C Sakariya,IND,2021-2021,2,1,1,5,5*,-,9,55.55,0,0,0,0,0
Sarawut Maliwan,THAI,2023-2023,4,1,1,5,5*,-,9,55.55,0,0,0,0,0
M Sarenac,SRB,2019-2023,17,5,1,5,2*,1.25,15,33.33,0,0,1,0,0
J Sebanja,UGA,2021-2023,8,4,1,5,2,1.66,8,62.50,0,0,0,0,0
RJ Sidebottom,ENG,2007-2010,18,1,1,5,5*,-,4,125.00,0,0,0,1,0
M Sidibe,Mali,2022-2022,3,3,0,5,5,1.66,21,23.80,0,0,2,1,0
M Spry,Peru,2019-2019,4,2,1,5,3*,5.00,11,45.45,0,0,0,0,0
R Telemachus,SA,2006-2007,3,1,1,5,5*,-,3,166.66,0,0,0,0,0
DR Tuffey,NZ,2005-2010,3,2,1,5,5*,5.00,5,100.00,0,0,1,1,0
T Ulutuna,TKY,2019-2022,6,4,0,5,4,1.25,11,45.45,0,0,2,1,0
Umran Malik,IND,2022-2023,8,2,2,5,4*,-,2,250.00,0,0,0,1,0
B Vakatini,COK,2022-2022,5,3,1,5,5,2.50,8,62.50,0,0,1,0,0
C Vorster,GUE,2019-2019,1,1,0,5,5,5.00,8,62.50,0,0,0,0,0
OJ Webster,IOM,2020-2020,1,1,0,5,5,5.00,7,71.42,0,0,0,1,0
BTJ Wheal,SCOT,2016-2022,17,5,4,5,2*,5.00,8,62.50,0,0,1,0,0
Abdul Majid,BHR,2023-2023,9,3,2,4,4*,4.00,13,30.76,0,0,1,0,0
Ali Abbas,KSA,2020-2020,1,1,1,4,4*,-,4,100.00,0,0,0,0,0
TD Astle,NZ,2016-2021,5,2,0,4,3,2.00,10,40.00,0,0,0,0,0
Awais Ikram,SVN,2022-2022,2,2,0,4,2,2.00,6,66.66,0,0,0,0,0
Aziz Sualley,Ghana,2021-2022,6,3,2,4,4*,4.00,2,200.00,0,0,1,1,0
NN Banner,Blz,2021-2021,2,2,1,4,4,4.00,8,50.00,0,0,0,0,0
GJ Batty,ENG,2009-2009,1,1,0,4,4,4.00,7,57.14,0,0,0,0,0
P Bharat Patel,PNM,2019-2019,2,1,1,4,4*,-,7,57.14,0,0,0,0,0
JAR Blain,SCOT,2007-2008,6,3,1,4,3*,2.00,5,80.00,0,0,1,0,0
CJ Boyce,AUS,2014-2016,7,2,1,4,3,4.00,7,57.14,0,0,0,0,0
PR Brown,ENG,2019-2019,4,1,1,4,4*,-,9,44.44,0,0,0,0,0
IW Budiarta,INA,2022-2022,3,2,1,4,4*,4.00,4,100.00,0,0,1,1,0
Z Burgess,BMUDA,2021-2023,8,1,0,4,4,4.00,5,80.00,0,0,0,0,0
K Burrows,Bhm,2022-2022,1,1,0,4,4,4.00,8,50.00,0,0,0,0,0
NM Carter,SCOT,2013-2013,7,2,0,4,3,2.00,12,33.33,0,0,0,0,0
C Chete,MWI,2019-2023,21,5,1,4,3*,1.00,13,30.76,0,0,3,0,0
Cihan Altun,TKY,2023-2023,3,1,0,4,4,4.00,2,200.00,0,0,0,1,0
PC Connell,IRE,2008-2010,9,3,2,4,3*,4.00,7,57.14,0,0,1,0,0
R Drake,JPN,2022-2023,5,3,2,4,2*,4.00,6,66.66,0,0,0,0,0
PA Desai,CAN,2012-2012,1,1,1,4,4*,-,7,57.14,0,0,0,0,0
AB Dursak,TKY,2019-2019,4,4,0,4,3,1.00,24,16.66,0,0,2,0,0
C Emmott,Chile,2019-2019,2,2,0,4,4,2.00,11,36.36,0,0,1,0,0
D Faletar,CRT,2023-2023,4,3,1,4,4*,2.00,15,26.66,0,0,2,1,0
Farhan Ahmed,UAE,2016-2016,3,1,0,4,4,4.00,8,50.00,0,0,0,0,0
Gagandeep Singh,Ghana,2022-2022,2,2,2,4,3*,-,6,66.66,0,0,0,0,0
A Gasteratos,GRC,2022-2022,2,1,0,4,4,4.00,10,40.00,0,0,0,0,0
Lee Hwanhee,SKOR,2022-2022,2,2,0,4,3,2.00,9,44.44,0,0,0,0,0
Imran Haider,UAE,2016-2019,11,2,2,4,4*,-,8,50.00,0,0,0,0,0
Imran Yousaf,KSA,2020-2022,8,3,2,4,2*,4.00,8,50.00,0,0,0,0,0
Itibarshah Deedar,Aut,2022-2022,7,2,2,4,4*,-,7,57.14,0,0,0,0,0
SI Kamea,PNG,2022-2023,14,5,3,4,2*,2.00,12,33.33,0,0,2,0,0
A Karn,NEP,2015-2015,2,1,0,4,4,4.00,7,57.14,0,0,0,0,0
MF Koc,TKY,2019-2019,3,3,1,4,4*,2.00,17,23.52,0,0,2,0,0
D Finau,Samoa,2022-2022,6,3,1,4,2*,2.00,6,66.66,0,0,1,0,0
CK Langeveldt,SA,2005-2010,9,3,2,4,2*,4.00,8,50.00,0,0,0,0,0
Lemar Momand,SWE,2021-2022,7,3,2,4,2*,4.00,10,40.00,0,0,1,0,0
NM Lyon,AUS,2016-2018,2,1,1,4,4*,-,4,100.00,0,0,0,0,0
RT Lyons,SCOT,2010-2010,2,2,0,4,4,2.00,17,23.52,0,0,1,0,0
D Malinga,SWZ,2022-2022,3,3,0,4,3,1.33,10,40.00,0,0,1,0,0
DE Martel,GUE,2022-2022,5,2,1,4,3*,4.00,8,50.00,0,0,0,0,0
GE Mathurin,WI,2011-2012,3,2,2,4,3*,-,5,80.00,0,0,0,0,0
Mohammad Irfan,PAK,2012-2019,22,4,4,4,2*,-,8,50.00,0,0,0,0,0
Mohammad Tauqir,UAE,2015-2015,3,2,1,4,4,4.00,6,66.66,0,0,0,1,0
A Mongar,BHU,2023-2023,2,1,0,4,4,4.00,6,66.66,0,0,0,0,0
Muhammad Khurram,MWI,2019-2019,5,3,0,4,3,1.33,20,20.00,0,0,1,0,0
Muhammad Rafique,BHR,2019-2019,2,1,0,4,4,4.00,5,80.00,0,0,0,0,0
JM Muirhead,AUS,2014-2014,5,2,1,4,3,4.00,8,50.00,0,0,0,0,0
Musa Twala,SWZ,2022-2022,5,3,1,4,2*,2.00,13,30.76,0,0,1,0,0
Mustafa Omer,Fran,2021-2021,1,1,0,4,4,4.00,11,36.36,0,0,0,0,0
K Namchaikul,THAI,2022-2023,11,5,1,4,2*,1.00,15,26.66,0,0,2,0,0
Nazmus Sadat,BAN,2006-2006,1,1,0,4,4,4.00,3,133.33,0,0,0,0,0
JO Ngoche,KENYA,2012-2013,7,3,1,4,2,2.00,17,23.52,0,0,0,0,0
Nijat Masood,AFG,2022-2022,3,1,1,4,4*,-,5,80.00,0,0,0,0,0
Noor Ahmad,AFG,2022-2022,1,1,1,4,4*,-,8,50.00,0,0,0,0,0
AR Puri,SGP,2022-2022,17,6,2,4,1*,1.00,16,25.00,0,0,2,0,0
Qasim Zia,BHR,2019-2019,3,1,1,4,4*,-,1,400.00,0,0,0,1,0
NJ Reardon,AUS,2014-2014,2,1,0,4,4,4.00,8,50.00,0,0,0,0,0
JE Scott,Bhm,2023-2023,4,2,0,4,4,2.00,7,57.14,0,0,1,0,0
NJA Smith,PHI,2023-2023,2,2,0,4,4,2.00,9,44.44,0,0,1,0,0
ADL Stokoe,IOM,2021-2021,4,1,0,4,4,4.00,9,44.44,0,0,0,0,0
Suhrid Roy,MLT,2019-2021,2,2,2,4,2*,-,7,57.14,0,0,0,0,0
CR Suryawanshi,SGP,2019-2019,3,2,0,4,4,2.00,6,66.66,0,0,1,0,0
SP Terry,IRE,2016-2016,1,1,0,4,4,4.00,6,66.66,0,0,0,0,0
T Thushara,SL,2008-2010,6,2,0,4,3,2.00,8,50.00,0,0,0,0,0
Yasser Nazir,BHR,2023-2023,2,2,0,4,4,2.00,18,22.22,0,0,1,0,0
Abu Jayed,BAN,2018-2018,3,2,0,3,2,1.50,7,42.85,0,0,0,0,0
GJ Agius,MLT,2019-2019,2,2,0,3,3,1.50,15,20.00,0,0,1,0,0
Amir Hayat,UAE,2018-2019,4,2,0,3,3,1.50,6,50.00,0,0,1,0,0
CV Anto,KUW,2023-2023,2,2,0,3,2,1.50,6,50.00,0,0,0,0,0
A Aspiotis,GRC,2019-2019,3,1,1,3,3*,-,4,75.00,0,0,0,0,0
RD Atangana,CAM,2022-2022,6,5,3,3,1*,1.50,12,25.00,0,0,1,0,0
MC Bascombe,WI,2011-2011,1,1,0,3,3,3.00,7,42.85,0,0,0,0,0
Bashir Shah,DEN,2019-2021,9,4,3,3,1*,3.00,7,42.85,0,0,1,0,0
S Byrne,MLT,2019-2019,2,2,0,3,3,1.50,9,33.33,0,0,1,0,0
CL Cairns,NZ,2005-2006,2,2,0,3,2,1.50,13,23.07,0,0,0,0,0
Y Cariah,WI,2022-2022,2,2,2,3,2*,-,4,75.00,0,0,0,0,0
AT Chuvale,MOZ,2022-2022,1,1,1,3,3*,-,8,37.50,0,0,0,0,0
D de la Puente,Peru,2019-2019,2,2,1,3,2*,3.00,7,42.85,0,0,0,0,0
ST de Silva,SL,2017-2017,3,2,0,3,3,1.50,7,42.85,0,0,1,0,0
N Dhamba,OMA,2022-2022,1,1,0,3,3,3.00,6,50.00,0,0,0,0,0
KK Dobell,JPN,2022-2022,3,2,1,3,3*,3.00,6,50.00,0,0,1,0,0
Fahad Ali,BRA,2019-2019,3,3,0,3,2,1.00,14,21.42,0,0,1,0,0
M Faheem,THAI,2019-2020,7,3,0,3,2,1.00,7,42.85,0,0,1,0,0
Fawad Ahmed,AUS,2013-2013,2,1,1,3,3*,-,5,60.00,0,0,0,0,0
Fida Hussain,ITA,2019-2019,2,1,1,3,3*,-,4,75.00,0,0,0,0,0
K Fletcher,SUI,2022-2023,12,2,0,3,3,1.50,9,33.33,0,0,1,0,0
AA Gajic,SRB,2022-2023,9,1,1,3,3*,-,5,60.00,0,0,0,0,0
WT Gavera,PNG,2015-2017,6,2,0,3,2,1.50,6,50.00,0,0,0,0,0
JOA Gordon,CAN,2013-2022,8,2,2,3,2*,-,6,50.00,0,0,0,0,0
AM Guruge,UAE,2014-2015,5,3,2,3,1*,3.00,8,37.50,0,0,0,0,0
H Hajnic,CRT,2023-2023,4,3,1,3,3*,1.50,42,7.14,0,0,2,0,0
Hamza Tahir,SCOT,2018-2022,15,1,1,3,3*,-,6,50.00,0,0,0,0,0
Ishtiaq Ahmad,KSA,2021-2023,11,5,3,3,1*,1.50,9,33.33,0,0,2,0,0
Junaid Khan,PAK,2011-2014,9,2,2,3,3*,-,4,75.00,0,0,0,0,0
MS Kasprowicz,AUS,2005-2005,2,1,1,3,3*,-,5,60.00,0,0,0,0,0
Khin Aye,MYAN,2023-2023,4,4,0,3,2,0.75,29,10.34,0,0,2,0,0
GJP Kruger,SA,2006-2006,1,1,0,3,3,3.00,5,60.00,0,0,0,0,0
BLCS Kumara,CYP,2021-2021,2,2,0,3,3,1.50,7,42.85,0,0,1,0,0
TK Lal,CZK-R,2022-2022,8,3,2,3,3*,3.00,10,30.00,0,0,1,0,0
Mahmad Data,PNM,2019-2019,2,1,0,3,3,3.00,5,60.00,0,0,0,0,0
M Malle,Mali,2022-2022,3,1,0,3,3,3.00,24,12.50,0,0,0,0,0
Nazmul Hossain,BAN,2009-2012,4,2,2,3,3*,-,15,20.00,0,0,0,0,0
N Nazmussakib,SKOR,2022-2022,2,1,0,3,3,3.00,7,42.85,0,0,0,0,0
R Olipa,UGA,2019-2019,2,1,0,3,3,3.00,4,75.00,0,0,0,0,0
M Patel,PNM,2019-2019,2,1,1,3,3*,-,6,50.00,0,0,0,0,0
Raja Adeel,ESP,2019-2022,20,5,1,3,1,0.75,11,27.27,0,0,1,0,0
LN Rajbanshi,NEP,2018-2019,12,2,1,3,3,3.00,7,42.85,0,0,0,0,0
G Riley,GAMBI,2022-2022,2,2,0,3,3,1.50,18,16.66,0,0,1,0,0
KAJ Roach,WI,2008-2012,11,1,1,3,3*,-,2,150.00,0,0,0,0,0
Samiallah Khalil,SWE,2022-2022,2,2,0,3,2,1.50,6,50.00,0,0,0,0,0
E Samson,ISR,2022-2022,3,2,1,3,3*,3.00,3,100.00,0,0,1,0,0
MM Sharma,IND,2014-2015,8,2,2,3,3*,-,7,42.85,0,0,0,0,0
P Sibiya,SWZ,2022-2022,1,1,1,3,3*,-,6,50.00,0,0,0,0,0
K Sinclair,WI,2021-2021,6,2,1,3,3,3.00,9,33.33,0,0,0,0,0
RP Singh,IND,2007-2009,10,2,2,3,2*,-,3,100.00,0,0,0,0,0
S Tabuisulu,Fiji,2023-2023,4,2,0,3,2,1.50,6,50.00,0,0,0,0,0
P Thongsa,THAI,2022-2022,2,2,1,3,2*,3.00,13,23.07,0,0,0,0,0
NL Ujawe,SVN,2022-2022,4,3,2,3,1*,3.00,4,75.00,0,0,0,0,0
R Ulutuna,TKY,2019-2019,4,4,0,3,1,0.75,16,18.75,0,0,1,0,0
Vraj Patel,KENYA,2021-2023,32,3,2,3,2*,3.00,5,60.00,0,0,1,0,0
E Walker,IOM,2023-2023,5,4,4,3,2*,-,19,15.78,0,0,0,0,0
Wang Qi,CHN,2023-2023,4,4,1,3,2*,1.00,16,18.75,0,0,2,0,0
Waseeq Ahmed,BHR,2021-2022,16,3,3,3,1*,-,4,75.00,0,0,0,0,0
L Wood,ENG,2022-2023,5,1,0,3,3,3.00,4,75.00,0,0,0,0,0
A Wright,Caym,2023-2023,4,2,1,3,3*,3.00,14,21.42,0,0,1,0,0
Yash Singh,MLT,2023-2023,6,1,0,3,3,3.00,12,25.00,0,0,0,0,0
Zahid Hussain,CAN,2012-2012,3,2,2,3,2*,-,8,37.50,0,0,0,0,0
Abu Zar,SWE,2023-2023,2,2,0,2,2,1.00,5,40.00,0,0,1,0,0
AG Achar,SGP,2019-2023,7,2,2,2,2*,-,2,100.00,0,0,0,0,0
Adel Kolasangiani,Iran,2020-2020,1,1,1,2,2*,-,4,50.00,0,0,0,0,0
N Advani,GIBR,2019-2023,7,3,0,2,2,0.66,10,20.00,0,0,2,0,0
Aftab Alam,AFG,2012-2018,12,5,3,2,1*,1.00,9,22.22,0,0,1,0,0
Akash Babu,QAT,2022-2022,7,3,0,2,2,0.66,6,33.33,0,0,2,0,0
Anmoldeep Singh,ITA,2022-2022,4,1,0,2,2,2.00,7,28.57,0,0,0,0,0
Arshad Hayat,CZK-R,2019-2019,7,2,0,2,2,1.00,7,28.57,0,0,1,0,0
Aung Ko Ko,MYAN,2023-2023,3,3,2,2,2*,2.00,8,25.00,0,0,1,0,0
KMC Bandara,SL,2016-2016,1,1,1,2,2*,-,4,50.00,0,0,0,0,0
I Bardis,GRC,2022-2022,2,2,1,2,2*,2.00,6,33.33,0,0,1,0,0
A Bhattarai,NEP,2014-2014,1,1,0,2,2,2.00,3,66.66,0,0,0,0,0
Bilal Aftab,DEN,2021-2021,3,2,1,2,1*,2.00,3,66.66,0,0,0,0,0
M Brasier,Fin,2022-2023,3,3,1,2,1*,1.00,9,22.22,0,0,1,0,0
JP Bray,IRE,2009-2009,2,2,0,2,2,1.00,17,11.76,0,0,1,0,0
GB Brent,ZIM,2006-2007,3,1,0,2,2,2.00,5,40.00,0,0,0,0,0
T Buri,THAI,2022-2022,1,1,0,2,2,2.00,6,33.33,0,0,0,0,0
A Carthew,Chile,2019-2019,4,1,1,2,2*,-,2,100.00,0,0,0,0,0
H Dajc,SRB,2019-2019,2,2,1,2,2*,2.00,3,66.66,0,0,1,0,0
Dawlat Ahmadzai,AFG,2010-2010,2,1,1,2,2*,-,3,66.66,0,0,0,0,0
S di Bartolomeo,ITA,2023-2023,3,1,1,2,2*,-,2,100.00,0,0,0,0,0
Emran Shahbakhsh,Iran,2020-2020,3,3,1,2,2*,1.00,8,25.00,0,0,2,0,0
M Faraz Akram,ZIM,2020-2021,2,1,1,2,2*,-,4,50.00,0,0,0,0,0
MVT Fernando,SL,2017-2017,1,1,0,2,2,2.00,2,100.00,0,0,0,0,0
C Fry,LUX,2019-2019,3,1,0,2,2,2.00,6,33.33,0,0,0,0,0
GHS Garton,ENG,2022-2022,1,1,0,2,2,2.00,4,50.00,0,0,0,0,0
M Gherasim,ROM,2020-2022,12,3,1,2,2,1.00,6,33.33,0,0,1,0,0
RJ Gleeson,ENG,2022-2022,6,2,0,2,2,1.00,4,50.00,0,0,1,0,0
BD Glover,NED,2019-2022,24,6,3,2,1*,0.66,11,18.18,0,0,3,0,0
MK Gnanasekaram,SUI,2023-2023,7,1,1,2,2*,-,2,100.00,0,0,0,0,0
Jandu Hamoud,KUW,2019-2019,6,1,0,2,2,2.00,4,50.00,0,0,0,0,0
RJ Harris,AUS,2010-2010,3,1,1,2,2*,-,1,200.00,0,0,0,0,0
CV Harrison,GIBR,2021-2021,7,2,1,2,2,2.00,4,50.00,0,0,0,0,0
BW Hilfenhaus,AUS,2007-2012,7,3,1,2,2,1.00,10,20.00,0,0,1,0,0
Ilyas Ahmed,KUW,2019-2023,9,3,2,2,1*,2.00,3,66.66,0,0,0,0,0
AJ Ireland,ZIM,2006-2006,1,1,1,2,2*,-,3,66.66,0,0,0,0,0
S Kansoy,TKY,2019-2019,4,4,0,2,2,0.50,7,28.57,0,0,3,0,0
E Karimi,DEN,2023-2023,2,1,0,2,2,2.00,5,40.00,0,0,0,0,0
NA Karnik,SGP,2022-2022,4,1,1,2,2*,-,14,14.28,0,0,0,0,0
T Kirk,GUE,2023-2023,1,1,0,2,2,2.00,5,40.00,0,0,0,0,0
RJ Kirtley,ENG,2007-2007,1,1,1,2,2*,-,4,50.00,0,0,0,0,0
RM Koda,INA,2022-2023,9,2,1,2,1*,2.00,3,66.66,0,0,0,0,0
Kuldeep Gurjar,SKOR,2022-2022,2,1,0,2,2,2.00,7,28.57,0,0,0,0,0
M Labuschagne,AUS,2022-2022,1,1,0,2,2,2.00,4,50.00,0,0,0,0,0
